Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/02/2019 21:00,11/02/2019 10:00,O.M.M.P. SFAX,07/02/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/02/2019 03:00,14/02/2019 04:00,O.M.M.P. SFAX,11/02/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/02/2019 10:30,17/02/2019 10:30,O.M.M.P. SFAX,12/02/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/02/2019 03:00,07/02/2019 04:00,O.M.M.P. SFAX,04/02/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/02/2019 00:00,11/02/2019 00:00,O.M.M.P. SFAX,06/02/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/02/2019 03:00,14/02/2019 04:00,O.M.M.P. SFAX,11/02/2019 15:00,--,varac solide:3400/conteneurs tonnage:150

"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/03/2019 03:00,01/04/2019 17:00,O.M.M.P. SFAX,26/03/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/04/2019 03:00,07/04/2019 04:00,O.M.M.P. SFAX,04/04/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/03/2019 19:00,28/03/2019 19:00,O.M.M.P. SFAX,24/03/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/03/2019 03:00,29/03/2019 04:00,O.M.M.P. SFAX,26/03/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/03/2019 09:00,01/04/2019 22:00,O.M.M.P. SFAX,26/03/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/04/2019 06:00,06/04/2019 18:00,O.M.M.P. SFAX,02/04/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/04/2019 03:00,07/04/2019 04:00,O.M.M.P. SFAX,04/04/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/03/2019 03:00,29/03/2019 04:00,O.M.M.P. SFAX,26/03/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/03/2019 04:00,01/04/2019 17:00,O.M.M.P. SFAX,26/03/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/04/2019 03:00,07/04/2019 04:00,O.M.M.P. SFAX,04/04/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/04/2019 03:00,07/04/2019 04:00,O.M.M.P. SFAX,04/04/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/04/2019 21:00,11/04/2019 10:00,O.M.M.P. SFAX,07/04/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/04/2019 03:00,14/04/2019 04:00,O.M.M.P. SFAX,11/04/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/04/2019 10:30,17/04/2019 10:30,O.M.M.P. SFAX,12/04/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/04/2019 21:00,11/04/2019 10:00,O.M.M.P. SFAX,07/04/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/04/2019 03:00,14/04/2019 04:00,O.M.M.P. SFAX,11/04/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/04/2019 10:30,17/04/2019 10:30,O.M.M.P. SFAX,12/04/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/04/2019 03:00,07/04/2019 04:00,O.M.M.P. SFAX,04/04/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/04/2019 00:00,11/04/2019 00:00,O.M.M.P. SFAX,06/04/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/04/2019 03:00,14/04/2019 04:00,O.M.M.P. SFAX,11/04/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/04/2019 03:00,01/05/2019 17:00,O.M.M.P. SFAX,26/04/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/05/2019 03:00,07/05/2019 04:00,O.M.M.P. SFAX,04/05/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/04/2019 19:00,28/04/2019 19:00,O.M.M.P. SFAX,24/04/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/04/2019 03:00,29/04/2019 04:00,O.M.M.P. SFAX,26/04/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/04/2019 09:00,01/05/2019 22:00,O.M.M.P. SFAX,26/04/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/05/2019 06:00,06/05/2019 18:00,O.M.M.P. SFAX,02/05/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/05/2019 03:00,07/05/2019 04:00,O.M.M.P. SFAX,04/05/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/04/2019 03:00,29/04/2019 04:00,O.M.M.P. SFAX,26/04/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/04/2019 04:00,01/05/2019 17:00,O.M.M.P. SFAX,26/04/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/05/2019 03:00,07/05/2019 04:00,O.M.M.P. SFAX,04/05/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/05/2019 03:00,07/05/2019 04:00,O.M.M.P. SFAX,04/05/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/05/2019 21:00,11/05/2019 10:00,O.M.M.P. SFAX,07/05/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/05/2019 03:00,14/05/2019 04:00,O.M.M.P. SFAX,11/05/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/05/2019 10:30,17/05/2019 10:30,O.M.M.P. SFAX,12/05/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/05/2019 21:00,11/05/2019 10:00,O.M.M.P. SFAX,07/05/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/05/2019 03:00,14/05/2019 04:00,O.M.M.P. SFAX,11/05/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/05/2019 10:30,17/05/2019 10:30,O.M.M.P. SFAX,12/05/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/05/2019 03:00,07/05/2019 04:00,O.M.M.P. SFAX,04/05/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/05/2019 00:00,11/05/2019 00:00,O.M.M.P. SFAX,06/05/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/05/2019 03:00,14/05/2019 04:00,O.M.M.P. SFAX,11/05/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/05/2019 03:00,01/06/2019 17:00,O.M.M.P. SFAX,26/05/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/06/2019 03:00,07/06/2019 04:00,O.M.M.P. SFAX,04/06/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/05/2019 19:00,28/05/2019 19:00,O.M.M.P. SFAX,24/05/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/05/2019 03:00,29/05/2019 04:00,O.M.M.P. SFAX,26/05/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/05/2019 09:00,01/06/2019 22:00,O.M.M.P. SFAX,26/05/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/06/2019 06:00,06/06/2019 18:00,O.M.M.P. SFAX,02/06/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/06/2019 03:00,07/06/2019 04:00,O.M.M.P. SFAX,04/06/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/05/2019 03:00,29/05/2019 04:00,O.M.M.P. SFAX,26/05/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/05/2019 04:00,01/06/2019 17:00,O.M.M.P. SFAX,26/05/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/06/2019 03:00,07/06/2019 04:00,O.M.M.P. SFAX,04/06/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/06/2019 03:00,07/06/2019 04:00,O.M.M.P. SFAX,04/06/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/06/2019 21:00,11/06/2019 10:00,O.M.M.P. SFAX,07/06/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/06/2019 03:00,14/06/2019 04:00,O.M.M.P. SFAX,11/06/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/06/2019 10:30,17/06/2019 10:30,O.M.M.P. SFAX,12/06/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/06/2019 21:00,11/06/2019 10:00,O.M.M.P. SFAX,07/06/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/06/2019 03:00,14/06/2019 04:00,O.M.M.P. SFAX,11/06/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/06/2019 10:30,17/06/2019 10:30,O.M.M.P. SFAX,12/06/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/06/2019 03:00,07/06/2019 04:00,O.M.M.P. SFAX,04/06/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/06/2019 00:00,11/06/2019 00:00,O.M.M.P. SFAX,06/06/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/06/2019 03:00,14/06/2019 04:00,O.M.M.P. SFAX,11/06/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/06/2019 03:00,01/07/2019 17:00,O.M.M.P. SFAX,26/06/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/07/2019 03:00,07/07/2019 04:00,O.M.M.P. SFAX,04/07/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/06/2019 19:00,28/06/2019 19:00,O.M.M.P. SFAX,24/06/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/06/2019 03:00,29/06/2019 04:00,O.M.M.P. SFAX,26/06/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/06/2019 09:00,01/07/2019 22:00,O.M.M.P. SFAX,26/06/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/07/2019 06:00,06/07/2019 18:00,O.M.M.P. SFAX,02/07/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/07/2019 03:00,07/07/2019 04:00,O.M.M.P. SFAX,04/07/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/06/2019 03:00,29/06/2019 04:00,O.M.M.P. SFAX,26/06/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/06/2019 04:00,01/07/2019 17:00,O.M.M.P. SFAX,26/06/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/07/2019 03:00,07/07/2019 04:00,O.M.M.P. SFAX,04/07/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/07/2019 03:00,07/07/2019 04:00,O.M.M.P. SFAX,04/07/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/07/2019 21:00,11/07/2019 10:00,O.M.M.P. SFAX,07/07/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/07/2019 03:00,14/07/2019 04:00,O.M.M.P. SFAX,11/07/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/07/2019 10:30,17/07/2019 10:30,O.M.M.P. SFAX,12/07/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/07/2019 21:00,11/07/2019 10:00,O.M.M.P. SFAX,07/07/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/07/2019 03:00,14/07/2019 04:00,O.M.M.P. SFAX,11/07/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/07/2019 10:30,17/07/2019 10:30,O.M.M.P. SFAX,12/07/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/07/2019 03:00,07/07/2019 04:00,O.M.M.P. SFAX,04/07/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/07/2019 00:00,11/07/2019 00:00,O.M.M.P. SFAX,06/07/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/07/2019 03:00,14/07/2019 04:00,O.M.M.P. SFAX,11/07/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/07/2019 03:00,01/08/2019 17:00,O.M.M.P. SFAX,26/07/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2019 03:00,07/08/2019 04:00,O.M.M.P. SFAX,04/08/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/07/2019 19:00,28/07/2019 19:00,O.M.M.P. SFAX,24/07/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/07/2019 03:00,29/07/2019 04:00,O.M.M.P. SFAX,26/07/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/07/2019 09:00,01/08/2019 22:00,O.M.M.P. SFAX,26/07/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/08/2019 06:00,06/08/2019 18:00,O.M.M.P. SFAX,02/08/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2019 03:00,07/08/2019 04:00,O.M.M.P. SFAX,04/08/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/07/2019 03:00,29/07/2019 04:00,O.M.M.P. SFAX,26/07/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/07/2019 04:00,01/08/2019 17:00,O.M.M.P. SFAX,26/07/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2019 03:00,07/08/2019 04:00,O.M.M.P. SFAX,04/08/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2019 03:00,07/08/2019 04:00,O.M.M.P. SFAX,04/08/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/08/2019 21:00,11/08/2019 10:00,O.M.M.P. SFAX,07/08/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/08/2019 03:00,14/08/2019 04:00,O.M.M.P. SFAX,11/08/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/08/2019 10:30,17/08/2019 10:30,O.M.M.P. SFAX,12/08/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/08/2019 21:00,11/08/2019 10:00,O.M.M.P. SFAX,07/08/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/08/2019 03:00,14/08/2019 04:00,O.M.M.P. SFAX,11/08/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/08/2019 10:30,17/08/2019 10:30,O.M.M.P. SFAX,12/08/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2019 03:00,07/08/2019 04:00,O.M.M.P. SFAX,04/08/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/08/2019 00:00,11/08/2019 00:00,O.M.M.P. SFAX,06/08/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/08/2019 03:00,14/08/2019 04:00,O.M.M.P. SFAX,11/08/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2019 03:00,01/09/2019 17:00,O.M.M.P. SFAX,26/08/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2019 03:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/08/2019 19:00,28/08/2019 19:00,O.M.M.P. SFAX,24/08/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/08/2019 03:00,29/08/2019 04:00,O.M.M.P. SFAX,26/08/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2019 09:00,01/09/2019 22:00,O.M.M.P. SFAX,26/08/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/09/2019 06:00,06/09/2019 18:00,O.M.M.P. SFAX,02/09/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2019 03:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/08/2019 03:00,29/08/2019 04:00,O.M.M.P. SFAX,26/08/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2019 04:00,01/09/2019 17:00,O.M.M.P. SFAX,26/08/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2019 03:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2019 03:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/09/2019 21:00,11/09/2019 10:00,O.M.M.P. SFAX,07/09/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2019 03:00,14/09/2019 04:00,O.M.M.P. SFAX,11/09/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/09/2019 10:30,17/09/2019 10:30,O.M.M.P. SFAX,12/09/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/09/2019 21:00,11/09/2019 10:00,O.M.M.P. SFAX,07/09/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2019 03:00,14/09/2019 04:00,O.M.M.P. SFAX,11/09/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/09/2019 10:30,17/09/2019 10:30,O.M.M.P. SFAX,12/09/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2019 03:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/09/2019 00:00,11/09/2019 00:00,O.M.M.P. SFAX,06/09/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2019 03:00,14/09/2019 04:00,O.M.M.P. SFAX,11/09/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2019 03:00,01/10/2019 17:00,O.M.M.P. SFAX,26/09/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2019 03:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/09/2019 19:00,28/09/2019 19:00,O.M.M.P. SFAX,24/09/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/09/2019 03:00,29/09/2019 04:00,O.M.M.P. SFAX,26/09/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2019 09:00,01/10/2019 22:00,O.M.M.P. SFAX,26/09/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/10/2019 06:00,06/10/2019 18:00,O.M.M.P. SFAX,02/10/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2019 03:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/09/2019 03:00,29/09/2019 04:00,O.M.M.P. SFAX,26/09/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2019 04:00,01/10/2019 17:00,O.M.M.P. SFAX,26/09/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2019 03:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2019 03:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/10/2019 21:00,11/10/2019 10:00,O.M.M.P. SFAX,07/10/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
